Date,Open,High,Low,Close,Adj Close,Volume
2008-07-15,17.815000534057617,17.827499389648438,16.822500228881836,17.104999542236328,15.38283634185791,84268800
2008-07-16,17.082500457763672,18.139999389648438,16.627500534057617,18.0575008392334,16.239439010620117,92448800
2008-07-17,18.424999237060547,18.764999389648438,17.837499618530273,18.764999389648438,16.87571144104004,67268800
2008-07-18,18.559999465942383,18.622499465942383,18.030000686645508,18.350000381469727,16.50248908996582,46632000
2008-07-21,18.477500915527344,18.735000610351562,17.892499923706055,17.975000381469727,16.16524887084961,52937200
2008-07-22,17.399999618530273,18.5575008392334,16.975000381469727,18.512500762939453,16.648632049560547,65408000
2008-07-23,18.375,18.75,18.149999618530273,18.3125,16.46876335144043,49942800
2008-07-24,18.229999542236328,18.4325008392334,17.489999771118164,17.520000457763672,15.756061553955078,36625600
2008-07-25,17.635000228881836,18.087499618530273,17.267499923706055,17.989999771118164,16.178741455078125,38690800
2008-07-28,18.102500915527344,18.399999618530273,17.5625,17.637500762939453,15.861733436584473,35699200
2008-07-29,17.75749969482422,18.99250030517578,17.752500534057617,18.99250030517578,17.08030891418457,49040400
2008-07-30,19.3125,19.725000381469727,18.5674991607666,19.612499237060547,17.63788414001465,76089200
2008-07-31,19.05500030517578,19.537500381469727,17.872499465942383,18.264999389648438,16.426054000854492,148888800
2008-08-01,18.325000762939453,18.524999618530273,17.587499618530273,17.9325008392334,16.127017974853516,61715600
2008-08-04,17.940000534057617,18.399999618530273,17.875,18.125,16.300148010253906,42686000
2008-08-05,18.299999237060547,18.5575008392334,18.079999923706055,18.399999618530273,16.547452926635742,34354800
2008-08-06,18.200000762939453,18.202499389648438,17.767499923706055,17.8700008392334,16.070829391479492,40924000
2008-08-07,17.69499969482422,17.8125,17.334999084472656,17.375,15.625664710998535,43847200
2008-08-08,17.4424991607666,18.212499618530273,17.27750015258789,18.149999618530273,16.322635650634766,36354400
2008-08-11,18.110000610351562,19.125,17.987499237060547,18.697500228881836,16.815004348754883,55289200
2008-08-12,18.549999237060547,18.700000762939453,18.149999618530273,18.200000762939453,16.36759376525879,33734400
2008-08-13,18.1875,18.542499542236328,18.1200008392334,18.482500076293945,16.645660400390625,29924800
2008-08-14,18.467500686645508,18.947500228881836,18.399999618530273,18.94499969482422,17.062196731567383,25839200
2008-08-15,18.997499465942383,19.13249969482422,18.707500457763672,18.947500228881836,17.0644474029541,26003200
2008-08-18,18.905000686645508,19.0625,18.53499984741211,18.735000610351562,16.873064041137695,25850400
2008-08-19,18.612499237060547,18.809999465942383,18.40250015258789,18.434999465942383,16.602880477905273,21104800
2008-08-20,18.524999618530273,18.677499771118164,18.415000915527344,18.642499923706055,16.789756774902344,18118800
2008-08-21,18.489999771118164,18.65999984741211,18.297500610351562,18.594999313354492,16.74698257446289,15544800
2008-08-22,18.84000015258789,18.947500228881836,18.459999084472656,18.522499084472656,16.68169593811035,20955600
2008-08-25,18.3799991607666,18.72249984741211,18.282499313354492,18.329999923706055,16.508323669433594,18039600
2008-08-26,18.417499542236328,18.575000762939453,18.217500686645508,18.334999084472656,16.512813568115234,18667200
2008-08-27,18.25749969482422,18.625,18.212499618530273,18.612499237060547,16.762733459472656,19141600
2008-08-28,18.6875,18.952499389648438,18.542499542236328,18.912500381469727,17.032926559448242,26741200
2008-08-29,18.739999771118164,19.0,18.674999237060547,18.975000381469727,17.089221954345703,19326400
2008-09-02,19.207500457763672,19.375,18.59749984741211,18.747499465942383,16.88433265686035,29898400
2008-09-03,18.639999389648438,18.834999084472656,18.017499923706055,18.262500762939453,16.447521209716797,35400800
2008-09-04,18.1299991607666,18.157499313354492,17.4375,17.625,15.873384475708008,37670000
2008-09-05,17.49250030517578,17.9950008392334,17.3125,17.940000534057617,16.157079696655273,40616800
2008-09-08,18.377500534057617,18.572500228881836,17.170000076293945,17.524999618530273,15.783321380615234,56669600
2008-09-09,17.587499618530273,17.587499618530273,16.795000076293945,16.872499465942383,15.19566535949707,49882000
2008-09-10,16.8174991607666,17.475000381469727,16.657499313354492,17.260000228881836,15.54465389251709,43936800
2008-09-11,16.852500915527344,17.84000015258789,16.762500762939453,17.737499237060547,15.974695205688477,47132000
2008-09-12,17.482500076293945,17.915000915527344,17.3125,17.912500381469727,16.13231086730957,28240400
2008-09-15,17.165000915527344,17.7450008392334,17.065000534057617,17.344999313354492,15.621207237243652,38734400
2008-09-16,16.655000686645508,17.239999771118164,16.25,16.587499618530273,14.938987731933594,83596400
2008-09-17,16.452499389648438,16.987499237060547,16.002500534057617,16.022499084472656,14.430140495300293,67536800
2008-09-18,16.049999237060547,16.809999465942383,14.595000267028809,16.725000381469727,15.062827110290527,84189200
2008-09-19,17.752500534057617,17.790000915527344,16.760000228881836,17.392499923706055,15.663987159729004,68941600
2008-09-22,17.229999542236328,17.247499465942383,16.225000381469727,16.295000076293945,14.675559043884277,46266400
2008-09-23,16.462499618530273,16.86750030517578,16.02750015258789,16.725000381469727,15.062827110290527,43803600
2008-09-24,16.762500762939453,16.93000030517578,16.375,16.420000076293945,14.788138389587402,24532400
2008-09-25,16.4375,16.61750030517578,16.135000228881836,16.149999618530273,14.544971466064453,23895200
2008-09-26,15.682499885559082,15.850000381469727,15.199999809265137,15.510000228881836,13.968578338623047,51171200
2008-09-29,15.074999809265137,15.119999885559082,13.97249984741211,14.449999809265137,13.013919830322266,78439200
2008-09-30,14.095000267028809,15.357500076293945,14.095000267028809,15.34749984741211,13.822227478027344,38720400
2008-10-01,15.1875,15.524999618530273,14.802499771118164,15.327500343322754,13.804211616516113,27054000
2008-10-02,15.3725004196167,15.3725004196167,14.327500343322754,14.397500038146973,12.96663761138916,35216000
2008-10-03,14.767499923706055,15.042499542236328,14.077500343322754,14.210000038146973,12.797774314880371,58355600
2008-10-06,13.354999542236328,14.005000114440918,12.5625,13.845000267028809,12.469050407409668,87360800
2008-10-07,14.0,14.109999656677246,12.654999732971191,12.787500381469727,11.516644477844238,75845600
2008-10-08,12.2524995803833,13.607500076293945,11.9375,13.157500267028809,11.84987735748291,75210400
2008-10-09,13.447500228881836,13.984999656677246,12.352499961853027,12.462499618530273,11.223942756652832,42537600
2008-10-10,11.75,13.487500190734863,11.75,13.0,11.708028793334961,72541600
2008-10-13,13.7475004196167,14.75,13.397500038146973,14.717499732971191,13.25483512878418,49433200
2008-10-14,15.5,15.52750015258789,13.8125,14.40250015258789,12.971141815185547,53142400
2008-10-15,13.880000114440918,14.0,12.132499694824219,12.4375,11.20142936706543,76699200
2008-10-16,12.537500381469727,13.332500457763672,12.010000228881836,13.267499923706055,11.948941230773926,56062800
2008-10-17,12.875,13.767499923706055,12.875,13.055000305175781,11.75755786895752,35098400
2008-10-20,13.327500343322754,13.454999923706055,12.779999732971191,13.0024995803833,11.710281372070312,35965600
2008-10-21,12.837499618530273,13.267499923706055,12.572500228881836,12.675000190734863,11.415325164794922,28995600
2008-10-22,12.492500305175781,13.0,12.0,12.1274995803833,10.922239303588867,40243600
2008-10-23,12.1899995803833,12.387499809265137,11.4350004196167,12.079999923706055,10.8794584274292,47970000
2008-10-24,10.949999809265137,12.125,10.9350004196167,11.994999885559082,10.802903175354004,40798800
2008-10-27,11.7524995803833,12.300000190734863,11.609999656677246,11.647500038146973,10.489940643310547,41901600
2008-10-28,11.975000381469727,12.895000457763672,11.762499809265137,12.492500305175781,11.250964164733887,58436000
2008-10-29,12.600000381469727,13.3774995803833,12.3774995803833,12.672499656677246,11.413074493408203,55994400
2008-10-30,12.647500038146973,14.039999961853027,12.645000457763672,13.5625,12.21462631225586,74913200
2008-10-31,13.47249984741211,14.020000457763672,13.25,13.837499618530273,12.46229362487793,40372800
2008-11-03,13.979999542236328,14.024999618530273,12.977499961853027,13.1225004196167,11.818350791931152,28425200
2008-11-04,13.595000267028809,15.112500190734863,13.470000267028809,14.952500343322754,13.466480255126953,73603600
2008-11-05,14.572500228881836,14.800000190734863,14.107500076293945,14.117500305175781,12.714466094970703,44992000
2008-11-06,13.760000228881836,14.0,12.6850004196167,12.882499694824219,11.602205276489258,52092800
2008-11-07,13.112500190734863,13.699999809265137,12.827500343322754,13.375,12.045759201049805,30906400
2008-11-10,13.824999809265137,13.824999809265137,12.800000190734863,12.9975004196167,11.705775260925293,26516800
2008-11-11,12.7475004196167,13.7475004196167,12.59000015258789,13.447500228881836,12.111054420471191,32392800
2008-11-12,13.112500190734863,13.912500381469727,12.795000076293945,12.9375,11.67452621459961,42746000
2008-11-13,12.970000267028809,13.645000457763672,12.47249984741211,13.609999656677246,12.281375885009766,38733600
2008-11-14,13.27750015258789,14.25,13.112500190734863,13.5600004196167,12.236259460449219,37410400
2008-11-17,13.27750015258789,13.557499885559082,12.914999961853027,13.1899995803833,11.90237808227539,29303200
2008-11-18,13.197500228881836,13.770000457763672,13.15250015258789,13.65999984741211,12.326496124267578,31482800
2008-11-19,13.5,13.960000038146973,12.8100004196167,12.895000457763672,11.636178016662598,34948000
2008-11-20,12.552499771118164,12.824999809265137,12.0,12.03499984741211,10.86013126373291,50990000
2008-11-21,12.399999618530273,12.399999618530273,10.885000228881836,11.595000267028809,10.463085174560547,84771200
2008-11-24,11.90250015258789,12.5,11.444999694824219,12.430000305175781,11.216570854187012,44853600
2008-11-25,12.59000015258789,12.742500305175781,12.25,12.382499694824219,11.17370891571045,44959600
2008-11-26,12.202500343322754,13.0,12.050000190734863,13.0,11.730924606323242,27670000
2008-11-28,12.927499771118164,13.1850004196167,12.792499542236328,13.140000343322754,11.857258796691895,10610000
2008-12-01,12.75,12.78499984741211,11.917499542236328,12.012499809265137,10.839829444885254,30951600
2008-12-02,12.172499656677246,12.4399995803833,11.882499694824219,12.420000076293945,11.207544326782227,26573200
2008-12-03,12.029999732971191,13.1875,12.02750015258789,13.109999656677246,11.830187797546387,36399600
2008-12-04,12.982500076293945,13.1875,12.555000305175781,12.702500343322754,11.462465286254883,30484400
2008-12-05,12.4375,13.367500305175781,12.125,13.295000076293945,11.997125625610352,40991600
2008-12-08,13.600000381469727,14.417499542236328,13.492500305175781,14.039999961853027,12.669400215148926,53093600
2008-12-09,13.875,14.109999656677246,13.274999618530273,13.382499694824219,12.076083183288574,32127200
2008-12-10,13.287500381469727,13.462499618530273,12.737500190734863,13.289999961853027,11.992615699768066,30186800
2008-12-11,13.100000381469727,13.647500038146973,12.930000305175781,13.022500038146973,11.751229286193848,29928400
2008-12-12,12.6274995803833,13.477499961853027,12.625,13.237500190734863,11.945241928100586,25100000
2008-12-15,13.202500343322754,13.442500114440918,12.942500114440918,13.1875,11.900120735168457,21858800
2008-12-16,13.324999809265137,13.694999694824219,13.1850004196167,13.692500114440918,12.355826377868652,30714400
2008-12-17,13.572500228881836,14.0,13.515000343322754,13.84000015258789,12.488923072814941,24687600
2008-12-18,13.842499732971191,14.047499656677246,13.517499923706055,13.675000190734863,12.340034484863281,30374800
2008-12-19,13.6274995803833,14.057499885559082,13.444999694824219,13.742500305175781,12.400943756103516,35585200
2008-12-22,13.71500015258789,13.8100004196167,13.244999885559082,13.4375,12.125717163085938,14083600
2008-12-23,13.380000114440918,13.600000381469727,13.279999732971191,13.412500381469727,12.103157043457031,10670400
2008-12-24,13.359999656677246,13.4375,13.162500381469727,13.22249984741211,11.931707382202148,6529600
2008-12-26,13.194999694824219,13.364999771118164,12.982500076293945,13.3125,12.012919425964355,6476400
2008-12-29,13.262499809265137,13.397500038146973,12.982500076293945,13.042499542236328,11.76927375793457,13801600
2008-12-30,13.050000190734863,13.050000190734863,12.567500114440918,12.7475004196167,11.503074645996094,17095200
2008-12-31,12.65250015258789,13.192500114440918,12.649999618530273,13.112500190734863,11.83244514465332,16371600
2009-01-02,13.229999542236328,13.427499771118164,13.0600004196167,13.359999656677246,12.055780410766602,13199200
2009-01-05,13.25,13.824999809265137,13.25,13.454999923706055,12.14150619506836,16600000
2009-01-06,13.625,14.494999885559082,13.625,14.40250015258789,12.996508598327637,32506400
2009-01-07,14.172499656677246,14.487500190734863,13.9975004196167,14.09000015258789,12.714516639709473,28441600
2009-01-08,14.0024995803833,14.074999809265137,13.317500114440918,13.9399995803833,12.57916259765625,34683600
2009-01-09,14.005000114440918,14.077500343322754,13.694999694824219,13.904999732971191,12.547576904296875,16702400
2009-01-12,13.822500228881836,14.037500381469727,13.140000343322754,13.239999771118164,11.947497367858887,31520400
2009-01-13,13.1875,13.335000038146973,12.8774995803833,13.28499984741211,11.988104820251465,23133200
2009-01-14,13.0024995803833,13.15250015258789,12.555000305175781,12.742500305175781,11.49856185913086,25246800
2009-01-15,12.595000267028809,12.712499618530273,11.875,12.345000267028809,11.13986873626709,47446400
2009-01-16,12.257499694824219,12.362500190734863,11.302499771118164,11.852499961853027,10.695448875427246,69204800
2009-01-20,11.512499809265137,11.602499961853027,10.515000343322754,10.604999542236328,9.569731712341309,59766000
2009-01-21,10.800000190734863,11.287500381469727,10.675000190734863,11.045000076293945,9.966774940490723,50503200
2009-01-22,10.944999694824219,11.420000076293945,10.807499885559082,11.045000076293945,9.966774940490723,31927600
2009-01-23,10.672499656677246,11.112500190734863,10.444999694824219,11.079999923706055,9.998357772827148,22617200
2009-01-26,11.074999809265137,11.3100004196167,10.630000114440918,10.647500038146973,9.608084678649902,24009200
2009-01-27,10.8725004196167,11.047499656677246,10.65999984741211,11.037500381469727,9.960009574890137,26436000
2009-01-28,11.477499961853027,11.869999885559082,11.3125,11.805000305175781,10.652583122253418,32089600
2009-01-29,11.484999656677246,12.02750015258789,11.3125,11.567500114440918,10.438268661499023,26097600
2009-01-30,11.762499809265137,12.337499618530273,11.71500015258789,12.337499618530273,11.133097648620605,30315200
2009-02-02,12.0649995803833,12.4975004196167,11.885000228881836,12.492500305175781,11.272963523864746,28544000
2009-02-03,12.552499771118164,12.737500190734863,12.047499656677246,12.09749984741211,10.91653060913086,28953600
2009-02-04,12.21500015258789,12.5600004196167,12.140000343322754,12.282500267028809,11.083470344543457,33166400
2009-02-05,13.0600004196167,13.774999618530273,12.875,13.4350004196167,12.12346076965332,96728400
2009-02-06,13.487500190734863,14.0,13.420000076293945,13.852499961853027,12.500205993652344,45907600
2009-02-09,13.880000114440918,14.087499618530273,13.649999618530273,13.829999923706055,12.479902267456055,31874400
2009-02-10,13.782500267028809,14.0,13.40250015258789,13.462499618530273,12.148274421691895,38071600
2009-02-11,13.524999618530273,13.807499885559082,13.375,13.739999771118164,12.422904968261719,23668000
2009-02-12,13.569999694824219,14.149999618530273,13.274999618530273,14.100000381469727,12.748398780822754,34827600
2009-02-13,14.232500076293945,14.487500190734863,13.8149995803833,13.987500190734863,12.646686553955078,40788000
2009-02-17,13.672499656677246,13.800000190734863,13.417499542236328,13.5625,12.26242733001709,35581600
2009-02-18,13.642499923706055,14.22249984741211,13.5625,14.037500381469727,12.69189453125,36329200
2009-02-19,14.237500190734863,14.475000381469727,13.8725004196167,13.907500267028809,12.574352264404297,35102400
2009-02-20,13.662500381469727,14.022500038146973,13.625,13.914999961853027,12.581135749816895,42908000
2009-02-23,14.010000228881836,14.210000038146973,13.4975004196167,13.5625,12.26242733001709,31967200
2009-02-24,13.585000038146973,14.244999885559082,13.40250015258789,14.087499618530273,12.737096786499023,43590800
2009-02-25,14.02750015258789,14.137499809265137,13.78499984741211,13.854999542236328,12.526885986328125,34394800
2009-02-26,14.0625,14.164999961853027,13.697500228881836,14.015000343322754,12.671548843383789,35902400
2009-02-27,13.75,14.475000381469727,13.75,14.177499771118164,12.818470001220703,47237200
2009-03-02,13.982500076293945,14.242500305175781,13.467499732971191,13.539999961853027,12.242077827453613,39060000
2009-03-03,13.682499885559082,13.907500267028809,13.302499771118164,13.59000015258789,12.287287712097168,42195600
2009-03-04,13.75,13.967499732971191,13.475000381469727,13.822500228881836,12.497498512268066,35775200
2009-03-05,13.637499809265137,13.8725004196167,13.170000076293945,13.354999542236328,12.074814796447754,44144800
2009-03-06,13.4399995803833,13.537500381469727,12.302499771118164,12.547499656677246,11.344719886779785,60701600
2009-03-09,12.417499542236328,12.770000457763672,12.1850004196167,12.449999809265137,11.25656795501709,33554400
2009-03-10,12.7475004196167,13.217499732971191,12.647500038146973,13.217499732971191,11.950491905212402,38644400
2009-03-11,13.414999961853027,13.414999961853027,12.630000114440918,12.842499732971191,11.611440658569336,36124400
2009-03-12,12.824999809265137,13.522500038146973,12.567500114440918,13.522500038146973,12.226259231567383,43276000
2009-03-13,13.5649995803833,13.837499618530273,12.925000190734863,13.012499809265137,11.765148162841797,49564400
2009-03-16,13.244999885559082,13.432499885559082,12.96500015258789,13.042499542236328,11.792266845703125,33474400
2009-03-17,13.0,13.845000267028809,12.832500457763672,13.822500228881836,12.497498512268066,25730400
2009-03-18,13.612500190734863,14.125,13.364999771118164,14.077500343322754,12.728053092956543,45296400
2009-03-19,14.095000267028809,14.175000190734863,13.107500076293945,13.172499656677246,11.909809112548828,41743600
2009-03-20,13.300000190734863,13.59000015258789,13.125,13.132499694824219,11.873639106750488,33476000
2009-03-23,13.467499732971191,13.895000457763672,13.225000381469727,13.885000228881836,12.554006576538086,44656800
2009-03-24,13.569999694824219,13.697500228881836,13.317500114440918,13.399999618530273,12.115503311157227,43555600
2009-03-25,13.487500190734863,13.6875,12.819999694824219,13.1875,11.923371315002441,58624800
2009-03-26,13.345000267028809,13.947500228881836,13.130000114440918,13.875,12.544970512390137,59466400
2009-03-27,13.569999694824219,14.077500343322754,13.552499771118164,13.5625,12.26242733001709,32687200
2009-03-30,13.324999809265137,13.712499618530273,13.2524995803833,13.375,12.092897415161133,38596400
2009-03-31,13.600000381469727,14.057499885559082,13.460000038146973,13.899999618530273,12.567572593688965,47446400
2009-04-01,13.6875,14.0,13.407500267028809,13.572500228881836,12.271470069885254,44144400
2009-04-02,13.864999771118164,14.27750015258789,13.779999732971191,13.897500038146973,12.56531047821045,47396800
2009-04-03,13.817500114440918,15.039999961853027,13.817500114440918,15.020000457763672,13.580211639404297,57694800
2009-04-06,14.675000190734863,15.010000228881836,14.4375,14.782500267028809,13.36547565460205,44927600
2009-04-07,14.595000267028809,14.6899995803833,14.267499923706055,14.287500381469727,12.917928695678711,27122400
2009-04-08,14.449999809265137,14.467499732971191,14.102499961853027,14.454999923706055,13.06937026977539,23815600
2009-04-09,14.712499618530273,14.882499694824219,14.407500267028809,14.697500228881836,13.288622856140137,45785600
2009-04-13,14.539999961853027,15.350000381469727,14.5,15.27750015258789,13.813026428222656,38124400
2009-04-14,15.02750015258789,15.229999542236328,14.532500267028809,14.582500457763672,13.18464469909668,35712000
2009-04-15,14.507499694824219,14.819999694824219,14.3125,14.77750015258789,13.360957145690918,29687600
2009-04-16,14.524999618530273,14.842499732971191,14.375,14.517499923706055,13.12588119506836,36114000
2009-04-17,14.545000076293945,14.782500267028809,14.3149995803833,14.5,13.110057830810547,37814400
2009-04-20,14.25,14.420000076293945,13.739999771118164,13.75,12.431946754455566,42577200
2009-04-21,13.710000038146973,14.675000190734863,13.5625,14.657500267028809,13.252458572387695,37746000
2009-04-22,14.449999809265137,14.984999656677246,14.302499771118164,14.3774995803833,12.999296188354492,34680000
2009-04-23,14.5625,14.742500305175781,14.274999618530273,14.557499885559082,13.1620454788208,35890800
2009-04-24,14.827500343322754,15.1875,14.510000228881836,15.095000267028809,13.64802360534668,39686000
2009-04-27,14.694999694824219,14.930000305175781,14.657500267028809,14.717499732971191,13.306709289550781,29496800
2009-04-28,14.537500381469727,15.510000228881836,14.524999618530273,15.177499771118164,13.722615242004395,42287600
2009-04-29,15.47249984741211,15.9350004196167,15.3774995803833,15.8774995803833,14.355514526367188,59240400
2009-04-30,16.03499984741211,17.0,15.979999542236328,16.239999771118164,14.683263778686523,101753600
2009-05-01,16.037500381469727,16.575000762939453,15.65999984741211,16.252500534057617,14.694563865661621,60616800
2009-05-04,16.520000457763672,17.139999389648438,16.18000030517578,17.049999237060547,15.415617942810059,78935200
